LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-121.980726,37.7019792,9628,DOMINIC WY,,DUBLIN,,,94568,941-2848-63,fbb79c703488dc40
-121.9805887,37.7018689,9636,DOMINIC WY,,DUBLIN,,,94568,941-2848-64,6c3f9f67603d8571
-121.9807988,37.702324,9621,DOMINIC WY,,DUBLIN,,,94568,941-2848-61,6e3231f878ddbf4c
-121.9806294,37.7022522,9629,DOMINIC WY,,DUBLIN,,,94568,941-2848-60,d131336dd0164b84
-121.9815601,37.7016731,7501,MINDY MAE LN,,DUBLIN,,,94568,941-2847-48,094e764fafa9b316
-121.9814851,37.7018242,7505,MINDY MAE LN,,DUBLIN,,,94568,941-2847-47,97e382cafc6d84df
-121.9814274,37.7019394,7509,MINDY MAE LN,,DUBLIN,,,94568,941-2847-46,ad89fbea1c69a1ef
-121.8480993,37.7135679,2476,WHITEHORSE WY,,DUBLIN,,,94568,985-99-84,771ce4fe2600c82f
-121.8483022,37.7135408,2480,WHITEHORSE WY,,DUBLIN,,,94568,985-99-85,ffd27f771e353efc
-121.8484747,37.7135574,2492,WHITEHORSE WY,,DUBLIN,,,94568,985-99-86,e71958ceaaa1316d
-121.8486181,37.7135558,2498,WHITEHORSE WY,,DUBLIN,,,94568,985-99-87,eac36fc04099c635
-121.8488138,37.7135639,2510,WHITEHORSE WY,,DUBLIN,,,94568,985-99-88,2b8cad8555efa5c9
-121.8489627,37.7135767,2522,WHITEHORSE WY,,DUBLIN,,,94568,985-99-89,61545d454d0392b2
-121.8498209,37.7155232,2577,VINTON AV,,DUBLIN,,,94568,985-99-128,3f8acf4db15170cd
-121.8496144,37.7155137,2569,VINTON AV,,DUBLIN,,,94568,985-99-129,0ee47bbef13b08a4
-121.8502848,37.7148294,4581,ALTA TERRA RD,,DUBLIN,,,94568,985-99-138,12e2f117e6b4bd36
-121.8502161,37.7149733,4587,ALTA TERRA RD,,DUBLIN,,,94568,985-99-139,f9f11e7617808c9e
-121.8501473,37.7151082,4591,ALTA TERRA RD,,DUBLIN,,,94568,985-99-140,2897a1d25accb3d1
-121.8500225,37.7152586,4599,ALTA TERRA RD,,DUBLIN,,,94568,985-99-141,c1a4083f30a609ba
-121.8496002,37.7151413,4638,KINSLEY ST,,DUBLIN,,,94568,985-99-142,df20166057d3fdaa
-121.8496836,37.7149824,4632,KINSLEY ST,,DUBLIN,,,94568,985-99-143,d436ce2b39cc7e71
-121.8497449,37.7148505,4628,KINSLEY ST,,DUBLIN,,,94568,985-99-144,aff09bfbf14a5398
-121.8498213,37.7147155,4620,KINSLEY ST,,DUBLIN,,,94568,985-99-145,b7553712d5c1131a
-121.8489153,37.7141984,2532,AVERY WY,,DUBLIN,,,94568,985-99-180,2f5bfc5e6f028f85
-121.8487764,37.714194,2520,AVERY WY,,DUBLIN,,,94568,985-99-181,6dc9c18547ad81e5
-121.8485852,37.7142022,2512,AVERY WY,,DUBLIN,,,94568,985-99-182,1e918d97a073e276
-121.8484392,37.7142188,2502,AVERY WY,,DUBLIN,,,94568,985-99-183,4c2c02512fe5e929
-121.8482527,37.7142775,2490,AVERY WY,,DUBLIN,,,94568,985-99-184,506d1eb779ba9293
-121.8481109,37.7143209,2478,AVERY WY,,DUBLIN,,,94568,985-99-185,2e34b67171f7806c
-121.8479208,37.7143916,2464,AVERY WY,,DUBLIN,,,94568,985-99-186,8e3209cf6edc7e21
-121.8475785,37.7143419,4266,JORDAN RANCH DR,,DUBLIN,,,94568,985-99-187,90458c0779d4fd0f
-121.8453649,37.7172222,2260,W CANTARA DR,,DUBLIN,,,94568,985-101-10,6b3fd52507861f8c
-121.8452528,37.7173024,2256,W CANTARA DR,,DUBLIN,,,94568,985-101-11,655eb00ebdfd8cfb
-121.8451217,37.7173715,2250,W CANTARA DR,,DUBLIN,,,94568,985-101-12,e8c2b4753d4cb67f
-121.8446284,37.7177384,2198,E CANTARA DR,,DUBLIN,,,94568,985-102-17,0988097562829a4c
-121.8423816,37.7175939,4707,N SPAGO DR,,DUBLIN,,,94568,985-102-37,e0e4146e666b5561
-121.8425292,37.7176458,4711,N SPAGO DR,,DUBLIN,,,94568,985-102-38,8b98514011d1ba01
-121.8426573,37.7177136,4719,N SPAGO DR,,DUBLIN,,,94568,985-102-39,0bb8a10b52d0c1eb
-121.8427771,37.7177595,4725,N SPAGO DR,,DUBLIN,,,94568,985-102-40,cd73a68a92bca982
-121.8438122,37.7182138,4781,N SPAGO DR,,DUBLIN,,,94568,985-102-48,a30717fa689912e5
-121.8439518,37.7182595,4787,N SPAGO DR,,DUBLIN,,,94568,985-102-49,837ed1d888d4b6f3
-121.8441076,37.7183207,4793,N SPAGO DR,,DUBLIN,,,94568,985-102-50,b94ca36bcaec49e5
-121.8442235,37.7183729,4799,N SPAGO DR,,DUBLIN,,,94568,985-102-51,7310ed2b54c8e938
-121.8449575,37.7175204,4798,S SPAGO DR,,DUBLIN,,,94568,985-101-13,3300faeda32a367b
-121.8448136,37.7174559,4792,S SPAGO DR,,DUBLIN,,,94568,985-101-14,d34558f93dd42357
-121.8446657,37.7173915,4786,S SPAGO DR,,DUBLIN,,,94568,985-101-15,3244b5698439ee3b
-121.8445222,37.7173522,4780,S SPAGO DR,,DUBLIN,,,94568,985-101-16,768c4b232f89d3dc
-121.8443938,37.7177064,4783,S SPAGO DR,,DUBLIN,,,94568,985-102-16,700b24d816b2a506
-121.845305,37.7177502,4802,LA STRADA DR,,DUBLIN,,,94568,985-101-29,7f994df6cdb09be4
-121.8454043,37.717862,4808,LA STRADA DR,,DUBLIN,,,94568,985-101-30,f0af89bad147c250
-121.8455369,37.7179556,4816,LA STRADA DR,,DUBLIN,,,94568,985-101-31,e8f39a3f7b7c739f
-121.8456434,37.7180495,4822,LA STRADA DR,,DUBLIN,,,94568,985-101-32,248b60fdb28b7b83
-121.8457344,37.7181168,4828,LA STRADA DR,,DUBLIN,,,94568,985-101-33,04bc441f18886855
-121.8458261,37.7182198,4832,LA STRADA DR,,DUBLIN,,,94568,985-101-34,127d36f7acf2a327
-121.8459101,37.718311,4838,LA STRADA DR,,DUBLIN,,,94568,985-101-35,7c11a031cd70c624
-121.8395521,37.7224123,5092,VOLTERRA CT,,DUBLIN,,,94568,985-104-41,ec830bf9dfe603c0
-121.8394308,37.7222972,5088,VOLTERRA CT,,DUBLIN,,,94568,985-104-40,b9b10e1535bd076c
-121.8392927,37.7221528,5072,VOLTERRA CT,,DUBLIN,,,94568,985-104-39,f1a3073018f01773
-121.8391536,37.7219908,5056,VOLTERRA CT,,DUBLIN,,,94568,985-104-38,640deb29884d1837
-121.8391665,37.7207609,4950,VOLTERRA DR,,DUBLIN,,,94568,985-104-31,00e560c0ff470546
-121.8391787,37.7206124,4928,VOLTERRA DR,,DUBLIN,,,94568,985-104-30-2,1a2d8fbd5e3e8e53
-121.8391909,37.720464,4912,VOLTERRA DR,,DUBLIN,,,94568,985-104-29-1,37a903f750223d92
-121.839099,37.7212339,4992,VOLTERRA CT,,DUBLIN,,,94568,985-104-34,57f29ee91d5ed9f7
-121.8370745,37.7210185,4852,VIENTO CT,,DUBLIN,,,94568,985-104-67,73b48dd304ce1a1c
-121.8370917,37.7208547,4860,VIENTO CT,,DUBLIN,,,94568,985-104-66,998987314d7ee5e6
-121.8370898,37.7206868,4872,VIENTO CT,,DUBLIN,,,94568,985-104-65,0709a7d194b062df
-121.837136,37.7205099,4878,VIENTO CT,,DUBLIN,,,94568,985-104-64,100cb6ebb77e8738
-121.8366163,37.7206541,4863,VIENTO CT,,DUBLIN,,,94568,985-104-68,aefeb7647aee2ffa
-121.8366143,37.7204862,4857,VIENTO CT,,DUBLIN,,,94568,985-104-69,a80f2ea515793a53
-121.8366606,37.7203093,4851,VIENTO CT,,DUBLIN,,,94568,985-104-70,e750b06ee77903b2
-121.8353147,37.7196556,4736,CALCAGNO CT,,DUBLIN,,,94568,985-105-43,0e879002434b48e3
-121.835676,37.7173444,1607,N TERRACINA DR,,DUBLIN,,,94568,985-105-62,309b14ff9b003489
-121.8352944,37.7175495,1613,N TERRACINA DR,,DUBLIN,,,94568,985-105-60,9ce5938ef576855a
-121.8351395,37.7176761,1617,N TERRACINA DR,,DUBLIN,,,94568,985-105-59,1dc73fffd37d46a8
-121.8352285,37.7182561,1626,N TERRACINA DR,,DUBLIN,,,94568,985-105-25,05ab320006a9116a
-121.835125,37.7185049,1632,N TERRACINA DR,,DUBLIN,,,94568,985-105-26,92486a74d0cf49f2
-121.8351092,37.7187195,1638,N TERRACINA DR,,DUBLIN,,,94568,985-105-27,d1ac5599a67e9f49
-121.835208,37.7188919,1650,N TERRACINA DR,,DUBLIN,,,94568,985-105-28,2f4e95b449d390fe
-121.835333,37.7190192,1656,N TERRACINA DR,,DUBLIN,,,94568,985-105-29,b2836e8e3b939b82
-121.8363846,37.7197599,1718,N TERRACINA DR,,DUBLIN,,,94568,985-105-36,678146da2f210f7c
-121.8365801,37.7198474,1726,N TERRACINA DR,,DUBLIN,,,94568,985-105-37,f45399f212ac8edf
-121.8367458,37.7199176,1738,N TERRACINA DR,,DUBLIN,,,94568,985-104-19,7c4e7f7de80df3fd
-121.8369264,37.7199955,1750,N TERRACINA DR,,DUBLIN,,,94568,985-104-20,1d28a68ad843a99d
-121.837097,37.7200677,1762,N TERRACINA DR,,DUBLIN,,,94568,985-104-21,f0180dd7500c1406
-121.8373237,37.7201177,1776,N TERRACINA DR,,DUBLIN,,,94568,985-104-22,eb17bcd0ff24843a
-121.8375167,37.7202013,1782,N TERRACINA DR,,DUBLIN,,,94568,985-104-23,549cd1adfa21a038
-121.836834,37.7189534,1720,PORCELLANO WY,,DUBLIN,,,94568,985-105-12,34e67fab3f0b3b96
-121.8383168,37.7195157,1812,PORCELLANO WY,,DUBLIN,,,94568,985-104-6,d7da5bf1e74dd8fe
-121.8384746,37.7195568,1820,PORCELLANO WY,,DUBLIN,,,94568,985-104-7,aa69212d0d29e6e0
-121.8387331,37.7195987,1836,PORCELLANO WY,,DUBLIN,,,94568,985-104-8,4acb62156185d5c2
-121.8388195,37.7200364,1859,PORCELLANO WY,,DUBLIN,,,94568,985-104-9,071ee17d988dd90d
-121.8385926,37.7199746,1839,PORCELLANO WY,,DUBLIN,,,94568,985-104-10,35005019d98c5501
-121.8383883,37.7199419,1821,PORCELLANO WY,,DUBLIN,,,94568,985-104-11,d3a5266ea413b54a
-121.8381959,37.7198875,1809,PORCELLANO WY,,DUBLIN,,,94568,985-104-12,f1b8a6285c718e33
-121.8380134,37.7198428,1797,PORCELLANO WY,,DUBLIN,,,94568,985-104-13,c8c56e4cec1ff559
-121.8692635,37.7135734,5016,OSBORNE CI,,DUBLIN,,,94568,985-106-10,2d4386f6c3c6d78b
-121.8692577,37.7136924,5026,OSBORNE CI,,DUBLIN,,,94568,985-106-11,6b58b63914bdf2cf
-121.869268,37.7138196,5032,OSBORNE CI,,DUBLIN,,,94568,985-106-12,dc335d33fb6bc39b
-121.8692596,37.7139408,5038,OSBORNE CI,,DUBLIN,,,94568,985-106-13,5634c10480ac5ec8
-121.8695081,37.7139379,5050,OSBORNE CI,,DUBLIN,,,94568,985-106-14,525117a4e546565d
-121.8695058,37.7138126,5058,OSBORNE CI,,DUBLIN,,,94568,985-106-15,2cead76839da05b1
-121.8695063,37.7136937,5066,OSBORNE CI,,DUBLIN,,,94568,985-106-16,02658b551cc26019
-121.8695066,37.7135684,5072,OSBORNE CI,,DUBLIN,,,94568,985-106-17,86e99774342464e2
-121.8519337,37.7044474,3776,FALLON RD,,DUBLIN,,,94568,985-79-24,22812a73f6647143
-121.8519899,37.7044513,3778,FALLON RD,,DUBLIN,,,94568,985-79-24,1da21d35410ba1ba
-121.8517202,37.7039724,3720,FALLON RD,,DUBLIN,,,94568,985-79-26,86835c2440729f73
-121.8752357,37.7186089,5787,HILLBROOK PL,,DUBLIN,,,94568,986-32-27,2f11c5395d94b40f
-121.8751677,37.7186591,5793,HILLBROOK PL,,DUBLIN,,,94568,986-32-26,0d7724e8c2abf790
-121.8750825,37.7187396,5797,HILLBROOK PL,,DUBLIN,,,94568,986-32-25,cfbfb9e0df9155df
-121.8749467,37.7192123,5821,HILLBROOK PL,,DUBLIN,,,94568,986-32-21,cc60fdc4e44ace92
-121.8747547,37.7191686,5825,HILLBROOK PL,,DUBLIN,,,94568,986-32-22,91900a42ccfd0947
-121.8748877,37.7193878,5837,HILLBROOK PL,,DUBLIN,,,94568,986-32-18,bdf9b67b115ec7f6
-121.8747694,37.7193592,5833,HILLBROOK PL,,DUBLIN,,,94568,986-32-19,a007dd260b16dcd2
-121.8746702,37.7198876,4267,SOMERSET LN,,DUBLIN,,,94568,986-32-9,1e02e4f82fc47372
-121.8745562,37.7198554,4261,SOMERSET LN,,DUBLIN,,,94568,986-32-10,a669552a39950442
-121.8744223,37.7198234,4255,SOMERSET LN,,DUBLIN,,,94568,986-32-11,f9187850ce0b671b
-121.8744149,37.7201484,4262,SOMERSET LN,,DUBLIN,,,94568,986-31-37,e25080d4df0a6c7b
-121.8745377,37.720177,4268,SOMERSET LN,,DUBLIN,,,94568,986-31-36,1f6fe634b5589d08
-121.8746761,37.7202054,4272,SOMERSET LN,,DUBLIN,,,94568,986-31-35,7895db4f271596cc
-121.8749337,37.7204478,5938,HILLBROOK PL,,DUBLIN,,,94568,986-31-41,07fc909fef4db3f8
-121.8750148,37.7204666,5936,HILLBROOK PL,,DUBLIN,,,94568,986-31-42,6c7a4024768ddec7
-121.8752582,37.7220234,6110,HILLBROOK PL,,DUBLIN,,,94568,986-31-71,7bb152618e877975
-121.8751371,37.7220322,6106,HILLBROOK PL,,DUBLIN,,,94568,986-31-70,33c1d878fb78b244
-121.8750191,37.722041,6102,HILLBROOK PL,,DUBLIN,,,94568,986-31-69,337403f3af703146
-121.875066,37.7222232,6126,HILLBROOK PL,,DUBLIN,,,94568,986-31-72,6d437b6faa185609
-121.8751961,37.7222007,6120,HILLBROOK PL,,DUBLIN,,,94568,986-31-73,cdb52311e6bda036
-121.8753049,37.7221957,6116,HILLBROOK PL,,DUBLIN,,,94568,986-31-74,f692c1277de116d2
-121.8753331,37.7223757,6130,HILLBROOK PL,,DUBLIN,,,94568,986-31-78,78cd9fd9f74e432e
-121.8752555,37.722384,6132,HILLBROOK PL,,DUBLIN,,,94568,986-31-77,b6076ca594fa5f4c
-121.8744,37.7203389,5961,HILLBROOK PL,,DUBLIN,,,94568,986-31-34,3f33b4b8b1c5e082
-121.8745218,37.7203671,5957,HILLBROOK PL,,DUBLIN,,,94568,986-31-33,3ef9020741e33f37
-121.874628,37.720393,5953,HILLBROOK PL,,DUBLIN,,,94568,986-31-32,d4241522c0133f3e
-121.875312,37.7138617,5281,SAN VICIENTE TE,,DUBLIN,,,94568,986-18-14,db9e65aaa64b4f1b
-121.8751414,37.7138443,5261,SAN VICIENTE TE,,DUBLIN,,,94568,986-18-15,3268306eb3db1cc9
-121.8620755,37.7236554,5819,KINGSMILL TE,,DUBLIN,,,94568,985-35-20,a6d82f0563ca44ba
-121.8616024,37.7230989,5747,KINGSMILL TE,,DUBLIN,,,94568,985-35-17,f238832d5135df69
-121.8669662,37.7155695,3601,KOHNEN WY,,DUBLIN,,,94568,985-52-4,f346dd8188f66787
-121.8625244,37.7187444,3300,ANTONE WY,,DUBLIN,,,94568,985-12-35,87976f30844b03d6
-121.8759601,37.7052051,4288,DUBLIN BL,,DUBLIN,,,94568,986-16-9,9996a62b662b0a17
-121.8578668,37.7162425,3051,RIDGEFIELD CT,,DUBLIN,,,94568,985-60-28,b4c209f515817467
-121.8579846,37.7160976,3055,RIDGEFIELD CT,,DUBLIN,,,94568,985-60-27,1125a0aafdfc9194
-121.8574541,37.7157826,3056,RIDGEFIELD CT,,DUBLIN,,,94568,985-60-29,422f2e39b0cf5918
-121.8575976,37.7156306,3062,RIDGEFIELD CT,,DUBLIN,,,94568,985-60-30,24e74d2485bf1b8a
-121.8580771,37.7159804,3063,RIDGEFIELD CT,,DUBLIN,,,94568,985-60-25-1,70cb4d9e21ef0884
-121.8619126,37.7154372,3329,MADDEN WY,,DUBLIN,,,94568,985-59-19,b8fb26dfb917504b
-121.8621017,37.7154282,3337,MADDEN WY,,DUBLIN,,,94568,985-59-18,a5d8b43e6ee62b4f
-121.8622991,37.7154054,3353,MADDEN WY,,DUBLIN,,,94568,985-59-17,9a58b7d5556c8bce
-121.8622394,37.7149619,3356,MADDEN WY,,DUBLIN,,,94568,985-59-34,4121f6ba0937f578
-121.8620162,37.714985,3338,MADDEN WY,,DUBLIN,,,94568,985-59-33,6a8bd3cd99240273
-121.8618359,37.7150076,3330,MADDEN WY,,DUBLIN,,,94568,985-59-32,dbbafd30ab7924ff
-121.8616386,37.7150372,3318,MADDEN WY,,DUBLIN,,,94568,985-59-31,75c0165765dea866
-121.861467,37.7150597,3306,MADDEN WY,,DUBLIN,,,94568,985-59-30,fb6abca210963bdd
-121.8607996,37.7147872,3259,RIDGEFIELD WY,,DUBLIN,,,94568,985-59-43,c2075056ac5dc471
-121.8609712,37.7147647,3263,RIDGEFIELD WY,,DUBLIN,,,94568,985-59-42,aace25feb808790f
-121.8611428,37.7147422,3277,RIDGEFIELD WY,,DUBLIN,,,94568,985-59-41,5e50b330b784cab5
-121.8613232,37.7147265,3289,RIDGEFIELD WY,,DUBLIN,,,94568,985-59-40,59872374b46afcaf
-121.8614863,37.7147041,3301,RIDGEFIELD WY,,DUBLIN,,,94568,985-59-39,3f6d74796652784e
-121.8616493,37.7146817,3319,RIDGEFIELD WY,,DUBLIN,,,94568,985-59-38,53bb3fe661647926
-121.8618212,37.7146729,3325,RIDGEFIELD WY,,DUBLIN,,,94568,985-59-37,9347f197c527bdbd
-121.8619929,37.7146572,3339,RIDGEFIELD WY,,DUBLIN,,,94568,985-59-36,600738c3eac1e9ec
-121.8683072,37.7089693,4569,BRANNIGAN ST,,DUBLIN,,,94568,985-36-168,159d1d8af5f7fb96
-121.8683097,37.7090228,4573,BRANNIGAN ST,,DUBLIN,,,94568,985-36-168,4c2fe192e788999d
-121.8625926,37.7143794,4906,BRANFORD LN,,DUBLIN,,,94568,985-59-54,f9b45f848c7bea9d
-121.8626366,37.7145609,4918,BRANFORD LN,,DUBLIN,,,94568,985-59-55,ae65ab38b0dd0412
-121.8626544,37.7146983,4930,BRANFORD LN,,DUBLIN,,,94568,985-59-56,27c44208e6eb950f
-121.8626721,37.7148316,4938,BRANFORD LN,,DUBLIN,,,94568,985-59-57,59175f86a89da3d0
-121.8627003,37.714977,4958,BRANFORD LN,,DUBLIN,,,94568,985-59-58,5b8089bc4911e601
-121.8627669,37.7152756,5002,BRANFORD CT,,DUBLIN,,,94568,985-59-12,4acc7158b0434acc
-121.8680584,37.709081,3748,WHITWORTH DR,,DUBLIN,,,94568,985-36-168,70147352f59dc612
-121.8681143,37.7090257,3746,WHITWORTH DR,,DUBLIN,,,94568,985-36-168,33fd8cd30512781e
-121.8682993,37.7084121,4511,BRANNIGAN ST,,DUBLIN,,,94568,985-36-152,2c4ca84bc086cd46
-121.8683003,37.7083587,4507,BRANNIGAN ST,,DUBLIN,,,94568,985-36-152,f63d18cbe21eb3e5
-121.868359,37.708306,4503,BRANNIGAN ST,,DUBLIN,,,94568,985-36-152,633c44f089e1be11
-121.8680458,37.7083016,3610,WHITWORTH DR,,DUBLIN,,,94568,985-36-152,9d886fa3df1ee4bc
-121.8680725,37.7085468,3602,WHITWORTH DR,,DUBLIN,,,94568,985-36-152,477aeaee6ed1ab36
-121.8670361,37.7092575,3701,WHITWORTH DR,,DUBLIN,,,94568,985-36-253,58c47f9ed61c9dcf
-121.8666094,37.7084009,4480,CHANCERY LN,,DUBLIN,,,94568,985-36-285,8291bf5842bbd627
-121.8665933,37.7084616,4482,CHANCERY LN,,DUBLIN,,,94568,985-36-285,a2653ed092596951
-121.8665776,37.7085335,4486,CHANCERY LN,,DUBLIN,,,94568,985-36-285,fa4534b05c0cc8e3
-121.8665584,37.708598,4490,CHANCERY LN,,DUBLIN,,,94568,985-36-285,02c2df8c9ed1cd02
-121.866544,37.7086649,4496,CHANCERY LN,,DUBLIN,,,94568,985-36-285,ed88159704dfd124
-121.8665275,37.7087253,4502,CHANCERY LN,,DUBLIN,,,94568,985-36-285,226ab6313cc37422
-121.8673269,37.7086375,3664,WHITWORTH DR,,DUBLIN,,,94568,985-36-234,ae766fbc8d1fe32c
-121.867241,37.708628,3666,WHITWORTH DR,,DUBLIN,,,94568,985-36-234,b4b5ae8de624908c
-121.867543,37.7089096,3702,WHITWORTH DR,,DUBLIN,,,94568,985-36-212,c1db1a4ad36d6f4b
-121.8674712,37.7089041,3700,WHITWORTH DR,,DUBLIN,,,94568,985-36-215,5dff761038cfa2d4
-121.8674048,37.7088947,3698,WHITWORTH DR,,DUBLIN,,,94568,985-36-215,b8abc13cb65a70b5
-121.8680546,37.7078362,3767,FINNIAN WY,,DUBLIN,,,94568,985-36-130,7566a58d305af0b5
-121.8681356,37.7078475,3769,FINNIAN WY,,DUBLIN,,,94568,985-36-130,a89a5800bd44df4e
-121.8683452,37.708129,4491,BRANNIGAN ST,,DUBLIN,,,94568,985-36-130,f4af0ba3a1e0a03d
-121.8683317,37.7081791,4499,BRANNIGAN ST,,DUBLIN,,,94568,985-36-130,4db48c290e4539fe
-121.8676942,37.7078764,3615,WHITWORTH DR,,DUBLIN,,,94568,985-36-130,04e33e128b4f67c8
-121.867453,37.7077064,3661,FINNIAN WY,,DUBLIN,,,94568,985-36-110,85b1348e8c1a788f
-121.8675344,37.7077353,3663,FINNIAN WY,,DUBLIN,,,94568,985-36-110,20b0bcf6b7bd9b69
-121.8676108,37.7077597,3665,FINNIAN WY,,DUBLIN,,,94568,985-36-110,78e7a40ce3ce8c0f
-121.8675083,37.7078383,3625,WHITWORTH DR,,DUBLIN,,,94568,985-36-110,67c00bc4a6f3efbd
-121.8673061,37.7079514,3633,WHITWORTH DR,,DUBLIN,,,94568,985-36-110,01c17923ec2f4369
-121.8672498,37.70793,3635,WHITWORTH DR,,DUBLIN,,,94568,985-36-110,0cd7b4132dbebd02
-121.8671938,37.7079112,3637,WHITWORTH DR,,DUBLIN,,,94568,985-36-110,0c9e024eee3bfbc0
-121.8671294,37.7078895,3639,WHITWORTH DR,,DUBLIN,,,94568,985-36-110,d1184ff2cf89b43a
-121.8625679,37.708274,3405,MONAGHAN ST,,DUBLIN,,,94568,985-37-156,f67dbb5f8d2d9ab0
-121.8626722,37.7082924,3403,MONAGHAN ST,,DUBLIN,,,94568,985-37-156,5e6b3e1812ecea3f
-121.8626862,37.7082264,3401,MONAGHAN ST,,DUBLIN,,,94568,985-37-156,443b3c541089cb6f
-121.8617323,37.7082976,3359,MONAGHAN ST,,DUBLIN,,,94568,985-37-126,c6451f5f3fd205a6
-121.8616262,37.7082789,3357,MONAGHAN ST,,DUBLIN,,,94568,985-37-126,aed8a933b9bd2546
-121.8617448,37.7082335,3355,MONAGHAN ST,,DUBLIN,,,94568,985-37-126,63a2d7dc0c541b38
-121.8616387,37.708214,3353,MONAGHAN ST,,DUBLIN,,,94568,985-37-126,16e1f9ba1bae7093
-121.86165,37.7081472,3351,MONAGHAN ST,,DUBLIN,,,94568,985-37-126,7ac0cba36eb9991e
-121.8611479,37.7082073,3315,MONAGHAN ST,,DUBLIN,,,94568,985-37-106,87924cd26ad36ec5
-121.8610463,37.7081249,3313,MONAGHAN ST,,DUBLIN,,,94568,985-37-106,6c449901985de155
-121.8605375,37.708016,3265,MONAGHAN ST,,DUBLIN,,,94568,985-37-86,5f305b7210d0e32f
-121.8608463,37.7082351,3297,MONAGHAN ST,,DUBLIN,,,94568,985-37-96,10835c89f0e3f774
-121.8607396,37.7082239,3295,MONAGHAN ST,,DUBLIN,,,94568,985-37-96,80611319e3873513
-121.8608528,37.7081706,3293,MONAGHAN ST,,DUBLIN,,,94568,985-37-96,5799cbf4f337da53
-121.8607454,37.7081604,3291,MONAGHAN ST,,DUBLIN,,,94568,985-37-96,ac29333a570818a3
-121.8607473,37.7080936,3289,MONAGHAN ST,,DUBLIN,,,94568,985-37-96,be6cc38ab39fe143
-121.8614396,37.7076325,3320,MONAGHAN ST,,DUBLIN,,,94568,985-37-65,8e14a27ec1489ee0
-121.8618938,37.7077689,3374,MONAGHAN ST,,DUBLIN,,,94568,985-37-181,336ab20f53294ab0
-121.8618687,37.7078516,3372,MONAGHAN ST,,DUBLIN,,,94568,985-37-181,6b1547d510c9c221
-121.8619472,37.7078625,3370,MONAGHAN ST,,DUBLIN,,,94568,985-37-181,a6c8f8723eabebb4
-121.8619748,37.7077781,3368,MONAGHAN ST,,DUBLIN,,,94568,985-37-181,5256c43693639ac0
-121.8620542,37.707788,3366,MONAGHAN ST,,DUBLIN,,,94568,985-37-181,6a9f40b1e4fa9378
-121.862029,37.7078731,3364,MONAGHAN ST,,DUBLIN,,,94568,985-37-181,a53f58afa062c805
-121.8621127,37.7078854,3362,MONAGHAN ST,,DUBLIN,,,94568,985-37-181,77ad700694144dd0
-121.86213,37.7073208,4321,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-105,69b1ad54b022459b
-121.86202,37.7073933,4319,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-105,589444635edf16c7
-121.8620488,37.7073103,4317,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-105,567f7eb8c2a5e7df
-121.8619403,37.7073846,4315,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-105,7187058f0f788a1f
-121.8619648,37.7072995,4313,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-105,026f8d8954111e27
-121.8618845,37.7072894,4311,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-105,44413f77dafdb84f
-121.8625092,37.7072097,4297,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-149,53f348121f4eb57d
-121.8631704,37.7075911,4368,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-119,ea533ef8377c8504
-121.8631281,37.7074908,4366,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-119,db0f9301ad939e85
-121.8630935,37.7075746,4364,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-119,66cd78830cce3f8e
-121.8630109,37.7075559,4362,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-119,59461862199036be
-121.8630509,37.707477,4360,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-119,a2dadf629ccc3c21
-121.8629695,37.7074572,4358,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-119,3173c9fe5c72ee62
-121.8629319,37.7075367,4356,FITZWILLIAM ST,,DUBLIN,,,94568,985-38-119,6fd039e8911238f6
-121.8681913,37.7070929,4171,CLARINBRIDGE CI,,DUBLIN,,,94568,985-39-217,6752dd5d42757381
-121.8681892,37.7074435,4187,CLARINBRIDGE CI,,DUBLIN,,,94568,985-39-217,59460b9cb9df3c15
-121.8681913,37.7074871,4189,CLARINBRIDGE CI,,DUBLIN,,,94568,985-39-217,ec687f1c1d461d28
-121.8681872,37.7075229,4191,CLARINBRIDGE CI,,DUBLIN,,,94568,985-39-217,0c9b3a30c7e93dbd
-121.8683748,37.7070949,4401,BRANNIGAN ST,,DUBLIN,,,94568,985-39-217,0284710af18ca2d6
-121.8683748,37.7071386,4407,BRANNIGAN ST,,DUBLIN,,,94568,985-39-217,50347e5041f78e70
-121.8683758,37.7071808,4411,BRANNIGAN ST,,DUBLIN,,,94568,985-39-217,f921286fa20c5d2c
-121.8683828,37.7067299,4375,BRANNIGAN ST,,DUBLIN,,,94568,985-39-194,c2cc4b2018c60203
-121.8683846,37.7066871,4371,BRANNIGAN ST,,DUBLIN,,,94568,985-39-194,d2618a13d30f033f
